payment_id,vendor_name,invoice_number,amount,payment_date,payment_method
PMT-00437,Pinehurst Security Systems,INV-036-93798,3015.53,2024-09-30,ACH
PMT-00588,Pinehurst Security Systems,INV-036-88667,747.36,2024-10-01,Check
PMT-00609,Ironclad Equipment Rental,INV-022-74506,384.64,2024-10-01,Card
PMT-00134,Vertex Travel Services,INV-049-14419,767.66,2024-10-02,ACH
PMT-00503,Blue Ridge Insurance Group,INV-003-56775,772.26,2024-10-02,ACH
PMT-00630,Blue Ridge Utilities,INV-004-66460,1014.27,2024-10-02,ACH
PMT-00265,Lumen Utilities,INV-028-22262,1002.3,2024-10-02,ACH
PMT-00266,Cascade Telecom,INV-008-52125,1031.37,2024-10-03,Card
PMT-00276,Pinehurst Office Solutions,INV-035-87820,611.83,2024-10-04,ACH
PMT-00242,Meridian Travel Services,INV-029-50461,1124.12,2024-10-04,Wire
PMT-00639,Meridian Travel Services,INV-029-64489,765.16,2024-10-05,Check
PMT-00272,Pinehurst Facilities Management,INV-033-68216,379.3,2024-10-05,Wire
PMT-00498,Cascade Telecom,INV-008-46985,554.86,2024-10-05,ACH
PMT-00636,Ironclad Staffing Solutions,INV-023-58170,866.43,2024-10-06,Wire
PMT-00083,Harbor Office Solutions,INV-019-83361,1140.29,2024-10-06,ACH
PMT-00305,Blue Ridge Insurance Group,INV-003-52560,1671.6,2024-10-06,ACH
PMT-00703,Silverline Freight,INV-039-26256,1065.04,2024-10-07,ACH
PMT-00110,Lumen Cleaning Services,INV-025-12403,634.43,2024-10-08,ACH
PMT-00684,Falcon Facilities Management,INV-015-19831,223.49,2024-10-08,Card
PMT-00789,Cascade Office Solutions,INV-007-66124,2878.4,2024-10-08,Wire
PMT-00003,Cascade Office Solutions,INV-007-37061,2476.78,2024-10-08,ACH
PMT-00486,Ironclad Staffing Solutions,INV-023-92981,6798.54,2024-10-08,ACH
PMT-00792,Cascade Travel Services,INV-009-93778,2125.68,2024-10-08,ACH
PMT-00841,Cascade Travel Services,INV-009-31130,1938.13,2024-10-12,Check
PMT-00238,Pinehurst Landscaping,INV-034-23703,2035.12,2024-10-12,Card
PMT-00476,Vertex Software Inc.,INV-047-94573,4028.06,2024-10-12,ACH
PMT-00816,Harbor Office Solutions,INV-019-93707,1009.67,2024-10-12,Wire
PMT-00625,Blue Ridge Analytics,INV-002-55778,2217.52,2024-10-13,ACH
PMT-00564,Vertex Travel Services,INV-049-52876,1981.08,2024-10-13,ACH
PMT-00212,Crestview Landscaping,INV-013-47890,1922.5,2024-10-14,ACH
PMT-00060,Falcon Facilities Management,INV-015-66501,1267.05,2024-10-14,Check
PMT-00556,Vertex Staffing Solutions,INV-048-35068,332.61,2024-10-15,Check
PMT-00598,Cascade Office Solutions,INV-007-62185,1308.02,2024-10-15,ACH
PMT-00281,Lumen Maintenance Corp,INV-026-86237,541.87,2024-10-16,Check
PMT-00848,Vertex Analytics,INV-046-64904,2646.78,2024-10-17,ACH
PMT-00159,Cascade Telecom,INV-008-52838,1406.35,2024-10-17,Card
PMT-00586,Union Cleaning Services,INV-043-75331,775.61,2024-10-17,ACH
PMT-00632,Pinehurst Security Systems,INV-036-92964,826.08,2024-10-17,ACH
PMT-00312,Cascade Telecom,INV-008-83761,9525.3,2024-10-17,ACH
PMT-00389,Ironclad Equipment Rental,INV-022-46709,2486.37,2024-10-17,ACH
PMT-00435,Lumen Catering,INV-024-34963,633.73,2024-10-17,ACH
PMT-00765,Cascade Office Solutions,INV-007-43400,248.91,2024-10-18,ACH
PMT-00089,Beacon Logistics,INV-000-17906,2699.6,2024-10-18,ACH
PMT-00224,Harbor Equipment Rental,INV-017-57278,526.56,2024-10-19,Card
PMT-00747,Pinehurst Facilities Management,INV-033-22988,844.45,2024-10-20,Wire
PMT-00152,Cascade Freight,INV-006-45742,176.95,2024-10-20,ACH
PMT-00144,Highland Staffing Solutions,INV-021-61811,1096.77,2024-10-20,Card
PMT-00350,Blue Ridge Utilities,INV-004-28087,1849.49,2024-10-21,Card
PMT-00406,Lumen Utilities,INV-028-82838,366.12,2024-10-21,ACH
PMT-00618,Ironclad Staffing Solutions,INV-023-11599,4288.9,2024-10-21,Check
PMT-00291,Cobalt Utilities,INV-012-85077,2350.69,2024-10-21,Wire
PMT-00358,Vertex Staffing Solutions,INV-048-12348,1077.12,2024-10-21,ACH
PMT-00740,Cascade Telecom,INV-008-30978,13294.98,2024-10-22,Check
PMT-00898,Union Cleaning Services LLC,INV-043-75331,775.61,2024-10-22,ACH
PMT-00163,Vertex Staffing Solutions,INV-048-10474,3955.22,2024-10-22,Wire
PMT-00173,Harbor Equipment Rental,INV-017-63669,837.1,2024-10-22,ACH
PMT-00860,Union Cleaning Services,INV-043-75331,775.61,2024-10-22,Wire
PMT-00118,Union Cleaning Services,INV-043-41532,1314.37,2024-10-22,Card
PMT-00645,Lumen Catering,INV-024-94516,357.11,2024-10-22,Check
PMT-00912,Cascade Telecom,INV-008-46500,1031.37,2024-10-22,Card
PMT-00342,Union Cleaning Services,INV-043-38653,787.46,2024-10-23,ACH
PMT-00264,Northgate Travel Services,INV-031-63058,1733.94,2024-10-23,Card
PMT-00311,Ironclad Equipment Rental,INV-022-20933,579.22,2024-10-23,Card
PMT-00791,Cascade Office Solutions,INV-007-64458,402.54,2024-10-23,Check
PMT-00674,Harbor Office Solutions,INV-019-36772,76.03,2024-10-23,Check
PMT-00814,Redwood Cleaning Services,INV-037-81795,2044.74,2024-10-24,Card
PMT-00657,Union Cleaning Services,INV-043-49030,198.8,2024-10-25,Wire
PMT-00664,Vertex Analytics,INV-046-72036,2998.53,2024-10-25,ACH
PMT-00282,Pinehurst Landscaping,INV-034-17407,6661.84,2024-10-26,Check
PMT-00301,Crestview Legal Services,INV-014-64369,1255.06,2024-10-26,Card
PMT-00340,Ironclad Equipment Rental,INV-022-62778,3105.68,2024-10-27,Check
PMT-00793,Harbor Office Solutions,INV-019-36405,8299.63,2024-10-27,ACH
PMT-00461,Redwood Cleaning Services,INV-037-93509,3450.73,2024-10-28,ACH
PMT-00592,Lumen Cleaning Services,INV-025-55551,338.03,2024-10-28,ACH
PMT-00597,Northgate Travel Services,INV-031-16709,4862.01,2024-10-28,ACH
PMT-00136,Lumen Telecom,INV-027-80210,239.71,2024-10-29,ACH
PMT-00691,Harbor Office Solutions,INV-019-12870,1322.58,2024-10-29,ACH
PMT-00341,Blue Ridge Utilities,INV-004-33587,1140.47,2024-10-29,Wire
PMT-00583,Ironclad Staffing Solutions,INV-023-90403,644.65,2024-10-29,Wire
PMT-00283,Union Cleaning Services,INV-043-40357,729.51,2024-10-30,ACH
PMT-00369,Cascade Freight,INV-006-49362,3152.64,2024-10-30,ACH
PMT-00897,"Pinehurst Landscaping,",INV-034-17407,6661.84,2024-10-30,ACH
PMT-00729,Northgate Catering,INV-030-12974,2179.34,2024-10-30,ACH
PMT-00182,Ironclad Staffing Solutions,INV-023-61934,767.58,2024-10-31,Check
PMT-00020,Harbor Travel Services,INV-020-43829,4546.46,2024-11-01,ACH
PMT-00794,Falcon Facilities Management,INV-015-37526,986.62,2024-11-01,Card
PMT-00746,Harbor Office Solutions,INV-019-59206,1116.82,2024-11-01,ACH
PMT-00297,Cascade Telecom,INV-008-46952,1475.2,2024-11-02,ACH
PMT-00919,Crestview Legal Services,INV-014-84861,1255.06,2024-11-02,Card
PMT-00380,Crestview Landscaping,INV-013-96805,958.6,2024-11-04,Wire
PMT-00351,Falcon Supply Co.,INV-016-24217,3680.32,2024-11-04,Card
PMT-00843,Vertex Software Inc.,INV-047-48717,1009.14,2024-11-05,ACH
PMT-00700,Redwood Marketing Partners,INV-038-20181,783.1,2024-11-06,Check
PMT-00449,Pinehurst Security Systems,INV-036-10839,4836.74,2024-11-06,ACH
PMT-00590,Harbor Equipment Rental,INV-017-77592,3168.37,2024-11-07,Check
PMT-00303,Vertex Software Inc.,INV-047-39878,1761.82,2024-11-07,ACH
PMT-00102,Vertex Staffing Solutions,INV-048-72397,2160.22,2024-11-07,Check
PMT-00009,Lumen Utilities,INV-028-18396,1904.09,2024-11-07,ACH
PMT-00371,Redwood Marketing Partners,INV-038-30427,3934.19,2024-11-07,ACH
PMT-00289,Pinehurst Security Systems,INV-036-76385,1120.29,2024-11-07,ACH
PMT-00652,Pinehurst Cleaning Services,INV-032-34142,2475.02,2024-11-08,Card
PMT-00077,Cascade Office Solutions,INV-007-87540,2011.96,2024-11-08,ACH
PMT-00540,Blue Ridge Analytics,INV-002-75439,290.64,2024-11-08,ACH
PMT-00651,Vantage Consulting Group,INV-044-32764,10570.56,2024-11-09,ACH
PMT-00554,Harbor IT Services,INV-018-72882,2443.41,2024-11-09,Check
PMT-00158,Cascade Travel Services,INV-009-85335,1354.87,2024-11-09,ACH
PMT-00074,Harbor Equipment Rental,INV-017-91595,4969.48,2024-11-10,ACH
PMT-00482,Blue Ridge Analytics,INV-002-99746,4065.66,2024-11-11,ACH
PMT-00010,Beacon Maintenance Corp,INV-001-90611,367.62,2024-11-11,ACH
PMT-00416,Ironclad Staffing Solutions,INV-023-98385,1120.65,2024-11-12,Card
PMT-00028,Silverline Waste Management,INV-042-31687,3428.8,2024-11-12,ACH
PMT-00785,Silverline Office Solutions,INV-040-13095,1447.77,2024-11-12,Check
PMT-00509,Falcon Supply Co.,INV-016-59030,2644.0,2024-11-13,ACH
PMT-00521,Northgate Travel Services,INV-031-87372,1382.73,2024-11-13,Check
PMT-00530,Cascade Catering,INV-005-44751,5708.38,2024-11-14,Check
PMT-00410,Coastal Legal Services,INV-011-32747,767.06,2024-11-14,Check
PMT-00731,Lumen Cleaning Services,INV-025-78464,4021.54,2024-11-15,ACH
PMT-00377,Cascade Office Solutions,INV-007-73495,532.62,2024-11-16,Check
PMT-00319,Vertex Analytics,INV-046-31438,5228.6,2024-11-16,ACH
PMT-00408,Cascade Freight,INV-006-97942,1303.76,2024-11-16,ACH
PMT-00246,Cascade Catering,INV-005-76319,2649.3,2024-11-16,ACH
PMT-00604,Vertex Analytics,INV-046-63097,2587.96,2024-11-17,ACH
PMT-00736,Coastal Freight,INV-010-23406,1906.16,2024-11-17,ACH
PMT-00808,Vertex Analytics,INV-046-13791,1966.67,2024-11-17,Check
PMT-00362,Falcon Facilities Management,INV-015-72540,310.67,2024-11-17,Wire
PMT-00343,Lumen Maintenance Corp,INV-026-32920,349.3,2024-11-19,ACH
PMT-00096,Lumen Utilities,INV-028-28773,1548.51,2024-11-19,ACH
PMT-00196,Harbor IT Services,INV-018-10132,951.14,2024-11-19,ACH
PMT-00063,Vertex Software Inc.,INV-047-13024,358.4,2024-11-20,ACH
PMT-00552,Harbor Equipment Rental,INV-017-74719,954.72,2024-11-20,Card
PMT-00857,Beacon Maintenance Corp,INV-001-90611,367.62,2024-11-20,ACH
PMT-00008,Vantage Supply Co.,INV-045-66431,26402.06,2024-11-20,ACH
PMT-00024,Highland Staffing Solutions,INV-021-98912,1083.69,2024-11-22,ACH
PMT-00233,Lumen Catering,INV-024-13688,977.92,2024-11-22,ACH
PMT-00829,Vantage Supply Co.,INV-045-82980,233.53,2024-11-22,ACH
PMT-00827,Silverline Freight,INV-039-73604,3340.65,2024-11-22,Check
PMT-00911,Pinehurst Security Systems,INV-036-68290,1120.29,2024-11-22,Wire
PMT-00260,Blue Ridge Utilities,INV-004-81794,88.59,2024-11-22,ACH
PMT-00405,Lumen Maintenance Corp,INV-026-88887,5126.98,2024-11-23,Check
PMT-00798,Harbor IT Services,INV-018-69131,802.86,2024-11-23,ACH
PMT-00806,Coastal Freight,INV-010-39540,281.57,2024-11-23,Check
PMT-00170,Harbor Equipment Rental,INV-017-57276,5905.41,2024-11-24,ACH
PMT-00411,Meridian Travel Services,INV-029-85861,2124.66,2024-11-25,Check
PMT-00856,Lumen Maintenance Corp,INV-026-32920,349.3,2024-11-25,ACH
PMT-00017,Vertex Software Inc.,INV-047-62567,1734.77,2024-11-25,Card
PMT-00675,Cobalt Utilities,INV-012-76371,158.74,2024-11-25,ACH
PMT-00225,Harbor Equipment Rental,INV-017-34528,1140.16,2024-11-25,ACH
PMT-00129,Pinehurst Cleaning Services,INV-032-50126,869.09,2024-11-25,ACH
PMT-00712,Northgate Travel Services,INV-031-94385,3681.79,2024-11-26,ACH
PMT-00658,Lumen Maintenance Corp,INV-026-47039,1535.37,2024-11-27,ACH
PMT-00835,Coastal Freight,INV-010-76929,572.24,2024-11-27,ACH
PMT-00360,Cobalt Utilities,INV-012-30712,4640.9,2024-11-28,Card
PMT-00481,Silverline Office Solutions,INV-040-98691,3200.44,2024-11-29,Card
PMT-00280,Northgate Catering,INV-030-73699,379.57,2024-11-29,ACH
PMT-00221,Harbor Equipment Rental,INV-017-12020,479.84,2024-11-30,Wire
PMT-00339,Beacon Maintenance Corp,INV-001-38743,2444.11,2024-11-30,ACH
PMT-00689,Cascade Telecom,INV-008-45567,1210.18,2024-11-30,Check
PMT-00320,Pinehurst Facilities Management,INV-033-90248,1469.45,2024-12-01,ACH
PMT-00076,Blue Ridge Insurance Group,INV-003-33581,512.91,2024-12-01,Check
PMT-00915,Harbor IT Services,INV-018-92105,951.14,2024-12-01,Wire
PMT-00372,Cobalt Utilities,INV-012-69683,1261.5,2024-12-01,ACH
PMT-00171,Falcon Facilities Management,INV-015-27277,3289.24,2024-12-01,ACH
PMT-00263,Vertex Travel Services,INV-049-16781,4352.79,2024-12-01,ACH
PMT-00222,Ironclad Staffing Solutions,INV-023-58835,1004.7,2024-12-02,Card
PMT-00901,Blue Ridge Insurance Group LLC,INV-003-33581,512.91,2024-12-02,ACH
PMT-00309,Falcon Facilities Management,INV-015-80315,701.46,2024-12-02,Wire
PMT-00071,Harbor IT Services,INV-018-17144,50.0,2024-12-03,ACH
PMT-00206,Coastal Legal Services,INV-011-70511,4839.94,2024-12-03,ACH
PMT-00422,Blue Ridge Analytics,INV-002-94954,972.56,2024-12-04,ACH
PMT-00869,Crestview Landscaping,INV-013-84410,9440.81,2024-12-05,Card
PMT-00613,Lumen Maintenance Corp,INV-026-52491,1180.13,2024-12-05,ACH
PMT-00515,Blue Ridge Analytics,INV-002-47518,1421.53,2024-12-05,Check
PMT-00489,Harbor IT Services,INV-018-45787,48000.0,2024-12-05,Check
PMT-00795,Vantage Consulting Group,INV-044-54670,403.62,2024-12-05,ACH
PMT-00804,Ironclad Staffing Solutions,INV-023-30169,10896.39,2024-12-06,ACH
PMT-00258,Beacon Logistics,INV-000-91084,689.98,2024-12-06,Check
PMT-00868,Crestview Landscaping,INV-013-86732,9086.86,2024-12-07,ACH
PMT-00279,Redwood Marketing Partners,INV-038-75873,3547.26,2024-12-07,ACH
PMT-00822,Redwood Cleaning Services,INV-037-99483,172.62,2024-12-07,Check
PMT-00219,Vertex Travel Services,INV-049-36609,1232.57,2024-12-08,Card
PMT-00662,Redwood Marketing Partners,INV-038-63725,776.27,2024-12-08,Check
PMT-00165,Northgate Catering,INV-030-58951,154.95,2024-12-08,Wire
PMT-00133,Cobalt Utilities,INV-012-73553,1212.2,2024-12-10,ACH
PMT-00338,Northgate Catering,INV-030-70815,511.04,2024-12-10,ACH
PMT-00537,Beacon Logistics,INV-000-68203,7340.82,2024-12-10,ACH
PMT-00126,Cascade Travel Services,INV-009-45705,164.72,2024-12-10,Wire
PMT-00273,Blue Ridge Insurance Group,INV-003-80803,2895.48,2024-12-10,ACH
PMT-00378,Vertex Analytics,INV-046-99418,1777.91,2024-12-12,ACH
PMT-00016,Lumen Cleaning Services,INV-025-73634,1034.72,2024-12-12,Check
PMT-00889,Silverline Utilities,INV-041-17324,9038.7,2024-12-13,ACH
PMT-00434,Vantage Supply Co.,INV-045-45563,2704.79,2024-12-13,ACH
PMT-00891,Silverline Utilities,INV-041-27722,9625.64,2024-12-14,Card
PMT-00376,Ironclad Equipment Rental,INV-022-29919,1973.0,2024-12-14,ACH
PMT-00709,Cobalt Utilities,INV-012-43318,223.8,2024-12-15,Check
PMT-00044,Harbor IT Services,INV-018-83185,243.36,2024-12-16,ACH
PMT-00112,Falcon Supply Co.,INV-016-64126,2052.3,2024-12-16,Card
PMT-00033,Vertex Analytics,INV-046-19588,2245.63,2024-12-17,ACH
PMT-00031,Coastal Freight,INV-010-35708,36761.55,2024-12-17,Wire
PMT-00355,Cascade Office Solutions,INV-007-64441,2223.38,2024-12-17,Wire
PMT-00890,Silverline Utilities,INV-041-48661,9828.32,2024-12-17,ACH
PMT-00147,Vertex Staffing Solutions,INV-048-27778,2541.11,2024-12-18,Check
PMT-00231,Pinehurst Cleaning Services,INV-032-16392,839.8,2024-12-19,ACH
PMT-00726,Crestview Landscaping,INV-013-32651,846.34,2024-12-19,ACH
PMT-00580,Vertex Analytics,INV-046-35006,176.11,2024-12-19,Check
PMT-00779,Vantage Supply Co.,INV-045-52248,1582.69,2024-12-20,Check
PMT-00593,Beacon Maintenance Corp,INV-001-27837,272.77,2024-12-21,Wire
PMT-00331,Lumen Utilities,INV-028-14745,900.27,2024-12-22,ACH
PMT-00668,Lumen Maintenance Corp,INV-026-78999,1638.23,2024-12-22,Wire
PMT-00011,Vantage Consulting Group,INV-044-60795,636.0,2024-12-22,ACH
PMT-00177,Vantage Supply Co.,INV-045-61250,3600.29,2024-12-23,Check
PMT-00172,Ironclad Equipment Rental,INV-022-96523,356.18,2024-12-23,ACH
PMT-00204,Blue Ridge Utilities,INV-004-57922,579.8,2024-12-24,Wire
PMT-00271,Cobalt Utilities,INV-012-22054,2247.11,2024-12-24,Check
PMT-00802,Ironclad Staffing Solutions,INV-023-97131,319.27,2024-12-24,ACH
PMT-00323,Pinehurst Office Solutions,INV-035-38511,787.02,2024-12-25,ACH
PMT-00131,Coastal Freight,INV-010-24714,2072.31,2024-12-25,Card
PMT-00474,Falcon Facilities Management,INV-015-52426,2599.2,2024-12-25,Check
PMT-00913,Coastal Freight,INV-010-89419,499.33,2024-12-25,ACH
PMT-00713,Vertex Analytics,INV-046-18903,27257.51,2024-12-26,ACH
PMT-00035,Vertex Travel Services,INV-049-56411,1398.3,2024-12-26,ACH
PMT-00607,Cascade Travel Services,INV-009-23560,2064.99,2024-12-26,Card
PMT-00739,Harbor Equipment Rental,INV-017-73960,241.47,2024-12-26,ACH
PMT-00184,Cobalt Utilities,INV-012-62384,484.33,2024-12-27,ACH
PMT-00021,Lumen Catering,INV-024-41361,1974.55,2024-12-27,Card
PMT-00049,Lumen Catering,INV-024-56373,3405.72,2024-12-27,Wire
PMT-00004,Harbor IT Services,INV-018-61918,430.73,2024-12-27,Check
PMT-00412,Lumen Cleaning Services,INV-025-99472,543.94,2024-12-27,ACH
PMT-00677,Ironclad Staffing Solutions,INV-023-18223,167.57,2024-12-27,ACH
PMT-00248,Vantage Supply Co.,INV-045-44082,425.24,2024-12-27,Card
PMT-00234,Silverline Office Solutions,INV-040-85658,6904.24,2024-12-27,Wire
PMT-00368,Lumen Cleaning Services,INV-025-92779,1182.4,2024-12-28,Wire
PMT-00619,Lumen Telecom,INV-027-81047,3998.73,2024-12-29,ACH
PMT-00249,Pinehurst Facilities Management,INV-033-57068,1499.56,2024-12-29,Check
PMT-00078,Silverline Utilities,INV-041-68209,1758.68,2024-12-30,Check
PMT-00862,Vantage Consulting Group,INV-044-60795,636.0,2024-12-30,Check
PMT-00142,Coastal Freight,INV-010-37103,499.33,2024-12-31,Check
PMT-00895,Pinehurst Facilities Management LLC,INV-033-57068,1499.56,2024-12-31,Card
PMT-00864,Vertex Travel Services,INV-049-56411,1398.3,2024-12-31,Card
